lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
g	adverbs	grammar					GG/10.1501	
g	aibios	n	cherry (tree)					
g	eiben	n	cherry					
g	aibin	n	cherry (tree)		1		GL/18.0801	
g	aista-	vb	to revere		1		GL/18.0701	
g	aist	n	reverence, awe		1		GL/18.0601	
g	end	n	birds nest	-	1		GL/32.8701	
g	aidha	n	nest		1		GL/17.7103	
g	aisc	adj n	sharp, bitter; sharp edge of a blade		1		GL/18.6701	
en	aig	adj	high, steep		1		PE13/136.2701	
en	aiglir	n	peak, mountain top		1		PE13/136.3501	
g	helfin(n)	n	icicle					
g	helfingl	n	icicle		1		GL/48.7501	
g	ail	n	lake, pool		1		GL/17.7601	
g	eilin	n	pool					
g	ailion	n	lake, pool		1		GL/17.7801	
en	ailin	n	lake		1		PE13/136.4001	
g	Umboth-muilin	place-name	Pools of Twilight				LT2/225.0907	
en	Umboth-muilin	place-name	Pools of Twilight				LBI/Umboth-Muilin.001	
g	aivin	n	rookery, colony of birds					
g	aivor	n	rookery, colony of birds		1		GL/17.7001	
g	ainuil	n	*(female) god					
g	ainil	n	(female) god		1		GL/18.1003	
g	ain¹	n	god		1		GL/18.0901	
g	ainog	n	*(male) god					
g	ainos	n	(male) god		1		GL/18.1001	
g	eirin	adj	holy					
g	air(in)	adj	holy, sacred	†	1		GL/18.0401	
g	hara	n	flesh meat, meat		1		GL/48.2001	
g	aigli	n	bird		1		GL/17.6801	
en	aiw	n	bird		1		PE13/136.6701	
g	Afros	place-name					LRI/Afros.001	
en	aithorn	n	lightning		1		LB/045.3803	
g	augla	n	ray of sunlight, sunbeam		1		GL/17.5407	
en	aglann	n	ray of light		1		PE13/136.1601	
g	aglar	n	glory				GL/17.1808	
en	aglar	n	glory				PE13/136.2201	
g	aglar(i)ol	adj	glorious		1		GL/17.5301	
en	agladhren	adj	radiant		1		PE13/136.1301	
en	aglareb	n	glorious				PE13/136.2401	
g	aglath	n	glory	†			GL/17.5201	
en	Aglon	place-name					LB/227.3307	
g	aglen	n	flash					
g	agla	n	flash		1		GL/17.5401	
g	agros	adv	excessively, too; excess				GL/17.5701	
en	agos	adv	very				PE13/124.1515	
g	agra	adj	extreme, vehement, excessive				GL/17.5501	
g	agraith	n	contempt		1			
g	agrech	n	contempt				GL/17.6101	
g	agrectha-	vb	to despise, contemn		1		GL/17.1806	
g	agrecthion	adj	despised		1		GL/27.0401	
g	agrectharol	adj	despicable, contemptible		1		GL/17.6301	
g	ai	interj	oh!				GL/17.6401	
en	ai	interj	cry of pain or woe				PE13/158.3101	
en	aidh	n	pain, anguish, woe		1		PE13/158.3201	
g	aidra-	vb	to expiate				GL/17.6601	
g	aidros	n	expiation				GL/17.6701	
g	inco	pron	the same, the identical		1		GL/50.1401	
g	aina¹	adj	small	-			GL/18.0201	
g	ais	n	knowledge, wisdom		1		GL/18.6601	
g	Aisir	fem-name					GL/18.5904	
g	aistog	adj	holy, revered, awful		1		GL/18.0501	
g	aith¹	n	thorn		1		GL/18.7001	
en	aith	n	thorn, †spear		1		PE13/136.4201	
g	engan	n	spear		1		PE13/116.1501	
en	anc	n	spear		1		PE13/137.4001	
g	aithi	n	sword	†				
g	aithwen	n	sword					
g	aith²	n	sword		1		GL/18.7005	
g	Aivrin	place-name					GL/18.8801	
g	il-	pref	the opposite, the reversal		1		GL/50.5401	
en	i-	pref	negative		1		PE13/148.1301	
g	larm	n	elm, elm-wood					
g	lalm	n	elm, elm-wood		1		GL/52.6401	
en	ólin	n	elm		1		PE13/151.6801	
g	arog	adj	swift, rushing, torrential				GG/09.1211	
en	arog	adj	swift		1		PE13/137.6301	
en	alaith	n	shielding, warding off, protect(ion)				PE13/158.8501	
en	alch	n	shield		1		PE13/136.7101	
en	Uchor	proper-name	Ilkorin	-			PE13/155.5802	
g	alepthog	adj	fingered, having fingers		1		GL/17.1807	
g	alewthion	adj	having fingers		1		PE13/109.2801	
en	elflin	n	cygnet, *young swan		1		PE13/159.0201	
g	alfuil(in)	n	swan				GL/19.0101	
en	alfuilin	n	large white sea-bird, albatross, †swan		1		PE13/136.8604	
g	gwivrin	adj	barren		1		GL/46.3001	
g	uivrin	adj	barren		1		GL/38.1503	
g	alm(oth)	n	forest	-	1		GL/19.1401	
g	alf	n	swan					
g	alfa	n	swan		1		GL/18.9501	
en	alf	n	swan				PE13/136.8501	
g	altha	n	shoot, sprig, scion, sapling		1		GL/19.1501	
g	eilian	n	branch		1		PE13/113.4501	
en	alt	n	bough, branch		1		PE13/136.9301	
g	awl	adj	*lofty					
g	alw(eg)	adj	lofty (of living things, trees, men)		1		PE13/109.0702	
g	Lúmin	masc-name					LT1/222.2702	
g	Aluin	masc-name	Time				LT1/219.2009	
g	gwalt	n	good luck, any providential occurrence or thought		1		GL/44.0701	
g	am¹	adv	up, upwards, towards head of, above				GL/19.2101	
en	am	adv	up				PE13/137.0101	
g	amabwed	adj	having hands		1		GL/17.1901	
g	mar	n	Earth, ground, soil		1		GL/18.3404	
en	barth	n	world, earth		1		PE13/120.1501	
g	bart²	n	*fate					
g	mart(os)	n	fate, portion, lot		1		GL/24.2205	
g	umrod	n	fate					
g	umbart	n	fate		1		GL/56.7602	
en	am(m)arth	n	fate				PE13/137.0301	
en	garthant	adj	placed, appointed, ordained, decreed		1		PE13/161.7901	
g	amoth	n	breast					
g	am²	n	breast, front (chest)		1		GL/19.2701	
en	am(b)	n	breast	-	1		PE13/137.1101	
g	amon²	adv	uphill, against stream		1		GL/19.2307	
en	amvenn	adj adv	uphill; arduous, difficult, tiresome		1		PE13/139.0101	
g	amlad	n	surface		1		GL/19.4301	
g	famfa-	vb	to maul		1		GL/33.2701	
g	ammos	n	byrne, hauberk, cuirass				GL/19.2801	
en	am(b)os	n	breastplate	-	1		PE13/137.1701	
g	amon¹	n	hill, mount, steep slope				GL/19.2301	
en	amon	n	hill				PE13/137.2001	
g	Amon Gwareth	place-name	Hill of Watch				GL/19.2501	
en	Amon Gwareth	place-name	Hill of Watching				SM/034.3507	
g	maudrimad	n	breakfast		1		GL/57.0801	
g	ammogrint	adj	red-breast[ed]		1		GL/19.2901	
g	crinthammos	n	robin, (lit.) red-breast		1		GL/27.2001	
g	amosgarn	n	robin				PE13/110.1101	
g	alan	n	shoulder		1		PE13/109.1201	
en	amoth	n	shoulder				PE13/137.2201	
g	amra-	vb	to go up and down; live in the mountains; roam, wander				GL/19.4401	
en	amra-	vb	*to rise	†	1		PE13/159.4406	
g	Dinithel	masc-name					LBI/Dinithel.001	
en	Díriel	masc-name					LBI/Dinithel.002	
en	amrint	n	lark					
g	amrint	n	lark		1		GL/19.3301	
en	amrent	n	lark				PE13/137.2701	
g	Damrod	masc-name					LT2/251.0213	
en	Damrod	masc-name					LBI/Damrod.001	
g	amrod	adj	wandering, living in wilds				GL/19.4901	
g	amrog-dorn	n	brown wanderer, gipsy				GL/19.5001	
g	annuir	adj	lofty					
g	annor(in)	adj	lofty		1		GL/19.7901	
g	anthor(in)	adj	lofty (of mountains)		1		GL/19.7903	
en	amros	adj	rising, soaring, lofty		1		PE13/137.2901	
en	amrost úr	phrase	sunrise				PE13/137.3104	
g	amrost	n	dawn					
g	am(b)ros(t)	n	dawn		1		GL/19.3501	
en	amrost	n	rising, (esp.) sunrise		1		PE13/137.3101	
en	amvinn	n	slope, incline, hillside		1		PE13/159.7506	
g	a²	prep	of					
g	a(n)	prep	of		1		GG/07.0911	
en	a(n)	prep	of (the)				LB/149.0604	
g	a-²	pref	?				GL/17.1501	
g	gag	n	jaw		1		GL/37.0201	
g	in(d)ra	adj	long (also used of time)		1		GL/51.3201	
g	born	n	age, great period				GL/23.7601	
en	born	n	great age, age, period		1		PE13/139.5901	
g	ômgulwen	n	patience		1		GL/43.3005	
g	a nech(a)	phrase	alas, o, woe				GL/59.8501	
g	Indrafang	proper-name	longbeard				GL/51.3601	
g	Surfang	proper-name	Long-beard				GL/34.0808	
en	Niniach	place-name					SMI/Niniach.001	
en	Fauglith	place-name	Thirst				LB/275.2403	
g	ang	n	iron				GL/19.5901	
en	ang	n	iron				PE13/137.4401	
g	Angainos	masc-name	Iron-god				GL/18.1503	
g	Angband	place-name	Hells of Iron				GL/19.6101	
en	Angbann	place-name	Hells of Iron, Iron-hell				LBI/Angband.001	
en	angeb	adj	like iron				PE13/159.9101	
g	artha-	vb	to approach		1		GL/20.3701	
g	lentha-	vb	to come towards speaker, approach, draw near		1		GL/53.8002-2	
g	Angol	place-name	Ironcliffs				GL/19.7101	
g	engri[n]	adj	of iron		1			
g	angrin	adj	of iron, iron		1		GL/19.6001	
en	angren	adj	of iron				PE13/159.9201	
en	Angrod	masc-name					LBI/Angrod.001	
g	Angtham	place-name	Halls of Iron				PE13/104.0802	
en	angath	n	fetters		1		PE13/159.9006	
g	ôn²	n	gift		1		GL/19.8605	
g	antha-	vb	to give		1		GG/11.0401-1	
g	funt	n	elephant		1		QL/041.3203	
g	annai	adv	far away		1		GL/19.7801	
g	lenwi	n	length, distance	-	1		GL/53.6501	
g	ann	n	door					
g	anna	n	door, opening		1		GL/19.7601	
en	ann	n	door		1		PE13/137.4701	
en	nún	n	sinking, going down; west					
g	nûmin	adj	the west, sinking		1		GL/61.5801	
en	nuin²	n	sinking, going down; west		1		PE13/151.3701	
g	áugwila	adj	sunny, sunlit		1		GL/20.8301	
g	anos	n	man (fullgrown), warrior				GL/19.5801	
g	anthos	adv	up, above	-	1		GL/19.8102	
g	anthum	prep	upwards, cg. onto	-			GL/19.9001	
g	antha	adj	upper		1		GL/19.8701	
g	an¹	n	person, -body, one, anyone, someone, they; creature		1		GG/09.1309	
g	anoth	n	†manhood; man (fullgrown), warrior		1		GL/19.5501	
g	anothrin	adj	adult (of men), fullgrown; manly		1		GL/19.5701	
g	adhwen	n	approach, avenue		1		GL/17.3601	
en	aorist	grammar						
g	fab-	vb	to handle, touch, feel		1		GL/33.2201	
g	obra-	vb	to follow; to succeed		1		GL/62.0301	
g	fabli	n	sense of touch		1		GL/33.2801	
en	or-	pref	privative prefix, without, -less					
en	ur-	vb	privative prefix, without, -less		1		PE13/155.9101	
g	ar-	pref	beside, along with, compared with				GL/20.0601	
g	turioth	n	kingship		1		GL/72.1701	
g	Orma	masc-name					GL/18.4302	
en	Ormaid	masc-name		-			LB/195.1903	
g	doros	n	throne		1		GL/19.8003	
en	turhod	n	throne		1		PE13/155.0301	
g	archod	n	difficulty		1		PE13/110.6201	
g	archuis	n	evil temper					
g	archos	n	savagery, evil temper				GL/20.1201	
g	Isfin	fem-name	Snow-locks, Exceeding-cunning				LBI/Isfin.001	
en	argen-	vb	?to search over	#			MC/217.1803	
g	arin(g)	n	kiln				GL/20.2901	
g	arn	n	son				GL/20.3001	
en	arn	n	child		1		PE13/137.6001	
en	inathadren	adj	innumerable					
g	udathriol	adj	countless		1		GL/69.5101	
g	udathnarol	adj	countless, innumerable		1		GL/69.5901	
en	inathui	adj	innumerable		1		PE13/148.1701	
en	ornath	adj	numberless					
en	únoth	adj	without number, countless					
en	ornoth	adj	innumerable, without number, countless, numberless		1		PE13/151.8401	
g	Aros	place-name					LT2I/Aros.001	
g	arthaid-	vb	to join		1		GL/20.3801	
g	arwad	n	apple tree				PE13/116.2201	
g	Hambanan	place-name	*Low-country				PME/039.5203	
g	Hathwalin	place-name					GL/20.6002	
g	Arwalin	place-name					GL/20.4001	
g	-ios	suf	abstract noun	#	1			
g	-os¹	suf	abstract noun	#			GG/08.1803-2	
g	asc¹	n	water		1		PE13/101.2301	
g	asc²	n	bone; stone of fruit					
g	asg	n	bone; stone of fruit				GL/20.4601	
en	asg	n	bone				PE13/137.6701	
en	asgatheb	adj	bony		1		PE13/160.4001	
g	argulthion	adj	equal, equivalent		1		GL/20.0801	
g	-th	suf	plural suffix		1		GG/10.1209	
g	adron	adv	further, beyond, over; on other side		1		GL/17.4701	
en	athelas	n	a healing herb				LB/269.3103	
g	athla	adv	twice	-			GL/20.5501	
en	athra-	vb	to face, look in a certain direction, oppose		1		PE13/160.1701	
g	adros	n	crossing, ford		1		GL/17.4901	
g	trath	n	passage, ford		1		GL/71.4201	
g	thithrin	adj	dusty		1		GL/73.1601	
g	athron	adj	second, other	-			GL/20.5201	
g	athru	adj	secondly, once more, again	-			GL/20.5301	
g	athwi	adj	both	-			GL/20.5401	
g	auba	n	shout				GL/20.6301	
g	auglos	n	bright sunshine					
g	auglas	n	bright sunshine		1		GL/20.8201	
g	aul	adv	ill, badly				GL/20.6601	
g	aulin	adj	wrong		1		GL/20.6501	
g	alos	n	forest		1		GL/19.0701	
en	aulos	n	forest	-	1		PE13/137.6901	
g	aur(a)	n	Sun		1		GL/20.6801	
g	dân	n	day					
g	dana	n	day (24 hours)		1		GL/18.0101-2	
g	Aura	masc-name	Smith	†			GL/20.6901	
g	Aura-nûmin	proper-name	Sunset				GL/20.7501	
g	Auredhir	masc-name					LT2I/Auredhir.001	
g	Aurfaiglim	proper-name	the Sun at noon				GL/20.7401	
g	Auros	masc-name					GL/18.1301	
en	aus	n	hoard	-	1		PE13/137.7601	
g	Ausir	masc-name	Wealth (Personified)				GL/20.8901	
en	au sóg madol	phrase	*he did not drink (while) eating				PE13/128.0900	
g	auth	n	sunshine, warmth; noontide		1		GL/20.7901	
en	maith	n	ravishment; seizure		1		PE13/149.8301	
en	maithion	n	seizer, ravisher		1		PE13/149.9201	
en	maithweg	n	ravisher		1		PE13/149.9204	
g	-(a)vlid	suf	-less		1		GL/23.3501	
g	Avlon	masc-name					GL/41.1805	
g	obauthri	n	afternoon		1		GL/61.5303	
g	avas	n	wealth; luck					
g	avos	n	wealth, fortune, prosperity; luck		1		GL/20.8701	
en	avosaith	n	gloomy places				MC/217.1702	
g	a·laithra nin	phrase	I forget it, *(lit.) it slips for me				GL/52.6101	
g	bab-	vb	to drink, quaff		1		GL/21.0801	
g	baba	n	mummy, mamma					
g	babi	n	mummy, mamma		1		GL/21.1101	
g	bâb	n	father				PE13/111.2901	
g	Bablon	place-name	Babylon				LT2/203.1301	
g	bagri	n	wares		1		GL/21.1901	
en	bagru	n	wares		1		PE13/138.0601	
g	bacha	n	jacket, coat		1		GL/21.4401	
g	bagron	n	trader		1		GL/21.2201	
en	be(i)gion	n	trader		1		PE13/138.8601	
g	badweg	n	traveller; pedlar	-	1		GL/21.2501	
g	bad²	n	way, path	-			GL/21.2401	
en	bad	n	way				PE13/120.1203	
g	Bad Uthwen	place-name	Way of Escape				LT2/203.1001	
en	bailchir	n	[unglossed]				PE13/128.0206	
g	Baim Ulmgar	place-name					PE13/102.1106	
g	gwanin	adj	beautiful					
g	gwandra	adj	beautiful		1		GG/09.1607	
en	gwannen	adj	?beautiful		1		PE13/122.0513	
g	Bairos	masc-name					GL/18.3706	
g	baith²	n	way, road, journey	-	1		GL/21.3101	
g	Baithon	proper-name	Outer Airs				GL/21.4301	
en	bala	n	round hump, hump, hillock				PE13/138.5001	
g	Ban¹	n	god, one of the Valar		1		GL/18.1101	
g	Gwala	n	one of the gods		1		GL/26.5101-2	
g	Dor Banion	place-name		-			GL/21.6605	
g	Gwalien	place-name	Land of the Valar				GL/21.6702	
g	balc	adj	cruel, evil		1		GL/21.5201	
g	Balcmeg	masc-name	Heart of Evil				LT2A/Balcmeg.001	
g	baldrin	adj	mighty	-†	1		GL/21.5001	
g	ig	n	excitement, fuss, ado		1		GL/50.1701	
en	balhant	n	illfated stroke				PE13/138.2001	
g	bald	adj	*worthy					
g	bâl	adj	worthy, important; great, mighty		1		GL/21.4801	
en	ballam	adj	with evil malicious tongue				PE13/138.2301	
g	Balrog	proper-name	(Evil) Demon				GG/08.2001	
en	Balrog	proper-name	*Evil Demon				LBI/Balrog.001	
g	balt	adj	rid, soluit, free		1		GL/23.3506	
en	balt²	n	a plain	-			PE13/138.5901	
en	balt¹	n	might				PE13/138.5801	
g	ictha-	vb	to egg on, excite, arouse, agitate		1		GL/50.1501	
en	balthanc	adj	obstinate				PE13/138.1701	
g	igin	adj	excited, agitated		1		GL/50.1801	
en	balthir	n	evil king				PE13/138.1601	
g	igol	adj	exciting; excitable		1		GL/50.1901	
en	balvlaud	n	overweening pride				PE13/160.7301	
en	balwidhion	n	?bad husband		1		PE13/138.3003	
g	bad-	vb	to travel				GL/21.1604	
g	band	n	hell				PME/058.9106	
en	band	n	hell				PE13/138.6501	
g	bandra	adv	away, gone, departed, lost	-	1		GG/11.3610	
g	bang	n	staff				GL/21.2601	
en	bang	n	staff				PE13/138.6801	
g	bag-	vb	to sell, trade				GL/21.1501	
en	bag-	vb	to sell, trade		1		PE13/138.0101	
g	banc	n	trade		1		GL/21.1801	
en	bagod	n	trade, trading		1		PE13/138.0401	
g	bageth	n	market		1		GL/21.2001	
en	bagarth	n	market		1		PE13/160.8301	
g	Bannoth	place-name	Mandos				GG/08.1901	
g	Bannoth Gwî	masc-name					LT1A/Vefántur.009	
g	Gwannuin	fem-name					GL/18.6101	
g	baptha-	vb	to feed; to take sup of		1		GL/21.0901	
g	-bar	suf	dweller; home, -ham				GL/22.0101	
g	(m)bara-	vb	to dwell					
g	mara-	vb	to dwell		1		GL/56.7201	
en	meria-	vb	to dwell, live, stay	#	1		PE13/150.1901	
g	bar	n	home, dwelling				GG/08.1701	
g	bara	n	home, cottage		1		GL/21.8701	
g	baur	n	house		1		PE13/116.0301	
en	bâr	n	house				PE13/120.1401	
g	martion	adj	fated, doomed, fey		1		GL/56.7801	
en	am(b)red	adj	fated		1		PE13/137.0306	
g	Bara Dhair Haithin	place-name	Cottage of the Lost Play				GL/21.7901	
g	Egnor	masc-name					LBI/Egnor.001	
en	Barahir	masc-name					LB/153.3804	
g	barc	n	dread, terror		1		GL/22.0401	
en	barch	n	horror		1		PE13/138.7301	
g	barchol	adj	terrible, awful		1		GL/22.0501	
en	barcheb	adj	horrible		1		PE13/138.7601	
g	bardha	n	realm		1		GL/22.0701	
g	bardha-	vb	to rule, reign				GL/22.0601	
g	gwadhril	n	inhabitant (f.)		1		GL/47.1402	
g	gwadhron	n	inhabitant (m.)		1		GL/47.1401	
g	gwadhra	adj	habitable		1		GL/47.1301	
g	Barios	masc-name					PE14/012.0304	
g	muin¹	adj	safe, secure		1		GL/58.5201	
g	bar(n)a-	vb	to dwell in (a land), till (land)				GL/21.7701	
g	barant	adv	homewards, home					
g	barod	adv	homewards, home				GL/21.8301	
g	baron²	adj	tilled, inhabited					
g	barn	adj	tilled, inhabited				GL/21.9001	
g	barog	adv	from home, out, away, abroad					
g	baron¹	adv	from home, out, away, abroad		1		GL/21.8101	
g	baros	n	hamlet				GG/08.1803	
g	bart¹	n	change		1		GL/22.0801	
g	bartha-	vb	to change, exchange, alter		1		GL/22.0901	
g	brith-	vb	to chance				QL/063.7703	
g	Martaglos	masc-name	Smith of the World				GL/18.3405	
en	Barthaglon	masc-name	World Smith				PE13/138.6201	
g	brand	n	hall					
g	brann	n	dwelling, hall	†	1		GL/24.0101	
g	barai	adv	at home, home					
g	barthi	adv	at home, home		1		GL/21.8501	
g	barwen	n	homestead				GG/08.1802	
g	basgorn	n	loaf (of bread)				GG/08.1601	
en	basgorn	n	round loaf, cake				PE13/138.8201	
g	basgorn elef	phrase	*half a loaf				GL/53.6205	
g	bass	n	wing, pinion		1		GL/22.1101	
g	bast	n	bread				GG/08.1501	
en	bast	n	bread				PE13/138.8401	
g	bas-	vb	to bake		1		GL/22.1901	
g	bactha-	vb	to walk		1		GL/21.1607	
en	bog	n	price, cost		1		PE13/160.7801	
en	Bauglir	masc-name					LB/021.1904	
g	mal²	adj						
g	bal	n	anguish, pain; evilness		1		GG/08.2102	
en	bal-	pref	evil-		1		PE13/138.1401	
g	avin	prep	into	-	1		GL/20.8601	
g	bin	prep	into	-	1		GL/20.8605	
g	bir	prep	in, within, inside	-			GL/22.8701	
g	bi	prep	in	-	1		GL/20.8604	
g	ba	prep	in		1		GL/21.0301	
g	beb	adv	[unglossed]				GL/22.2202	
g	(be)bilfir	n	conscience				GL/22.2101	
g	bectha	n	tip; chin		1		GL/22.4501	
g	bedhiod	n	wedlock	†	1		GL/22.3401	
g	besgad	n	wedlock					
g	bedhgad	n	wedlock		1		GL/22.3405	
g	begl	n	beard	-	1		GL/22.4401	
g	Belaurin	fem-name					GL/18.5804	
en	Belaurin	fem-name					LBI/Belaurin.001	
g	Beleg	masc-name					GL/23.5203	
en	Beleg	masc-name					LBI/Beleg.001	
g	beleg	adj	mighty, great				GL/22.5901	
en	beleg	adj	great, large, huge				PE13/122.0515	
g	Ôla Mar	masc-name					GL/18.3403	
g	Belegost	place-name	*Great City				LT2A/Belegost.001	
en	Belegost	place-name	*Great City				LBI/Belegost.001	
g	Belcha	masc-name	Melko				GG/08.0801	
en	Melegor	masc-name					LB/021.1901	
en	Maileg	masc-name					PE13/149.8001	
g	belectha-	vb	to extol, magnify		1		GL/22.6101	
g	belin	adj	expanded, unrolled, unfurled, set (of sails)		1		GL/22.7201	
en	Broseliand	place-name					LB/157.1407	
en	Beleriand	place-name					LB/157.1301	
g	Belerion	place-name					LT2I/Belerion.001	
g	beleth(os)	n	144, a gross; a great number		1		GL/22.6201	
g	polwin	n	strength (physical)					
